,Ratings,Full_review
37097,3,Nice products
37098,1,Return the printer damage
37099,3,Product is as per specified..but the packaging wasn't that good..may be the handling in transportation was bad.. corners of the packaging was totally broken...but it was okay. Product wasn't damage at all.
37100,4,its very good
37101,1,Its very horrible to install and also ink charges also very high its waste product
37102,5,Thanks corseca and flipkart
37103,1,Faltu do not by this That item is very bad
37104,5,Nice product
37105,5,Nice
37106,2,Product is not work properly.
37107,1,"Really bad experience with the product, no proper packing, doesn't look like brand new product. Accessory are"
37108,5,Best for home
37109,1,Cartiradge have very low ink
37110,5,Screching in page
37111,3,Product Is good but usb Cable are missing in this Box .
37112,5,This is the 2nd time I am buying this printer. This is a very good printer for ur home and not for heavy usage. I brought this printer again coz refilling of the catriges is very simple and can be done at home. I refilled my previous printer catriges almost 7-8 times. You can get many videos on utube on refilling Cannon pixma catriges. If u buy new cartriges it will cost u around Rs 600-700 for black and Rs 800-900 for colour. It's better if u refill the catriges at home every refilling will ...
37113,5,Satisfied
37114,1,Wast one don't buy it don't waste your money
37115,5,Working good and worthy
37116,1,Ink problem
37117,5,Not poor image
37118,5,Amazing product really...and very helpful bczz it multi functional and it's new to me bczz it performs fast as it is a Inkjet printer..
37119,4,Ink
37120,5,Cartridge experience very high but at the time ink helpto fill cartridge
37121,5,Nice product. I love flipkart ❤️
37122,3,It's good
37123,5,Good
37124,5,Nice
37125,5,Good product..
37126,4,Nice
37127,5,Perfect canon printer thanks filpkart
37128,3,Ok
37129,5,Nyc
37130,5,Good print
37131,4,Nice product
37132,3,good but cartidge price is very high expensive
37133,5,"Nice product. Easy to use. Can work as copier. Little expensive ink. Drivers installation takes some time but once done, works fine."
37134,5,Awesome products
37135,5,good product
37136,4,Good for small work
37137,4,Good product value for money. A best product in this price range
37138,1,Don't waste your money...ink cartridge is leaking and printing s not clear...
37139,1,Not good
37140,4,Osm
37141,3,The product i's okie but when the cartridge ink when buy seperate the price is high.
37142,3,Nice products
37143,3,Good printer
37144,1,Bad
37145,5,Good experience
37146,1,Very bad product don't buy it
37147,5,Super sir but ink will no print 100 pages sir
37148,5,Nice printer budget price
37149,5,Good product must buy
37150,5,Soo..Good
37151,1,Worst product. Waste of money.... not buy this product
37152,5,Nice
37153,1,Ink poblam guys not refling very bad podact pepper cost high incase refilling no warranty very careful parches podact I am not happy
37154,4,"But the price was too high at the time Rs 3299, but now 2699. Good working printer"
37155,1,This machine is not working properly .so please buy this product and this Flipkart agency is not responding properly pls give me a proper response
37156,5,Printer is good but the ink value is high.
37157,3,Good
37158,4,Good for home use
37159,5,Good
37160,1,Black ink printing ..light color... Cartridge which come from printer is just few pages ..indicator blinking you should change black cartridge immediatelyy...
37161,5,Best product thanku uhh flipkart
37162,1,This is pordak no raning
37163,2,Very slow printer Cartridge very costly Prints max 60 pages Refill through injection possible but print quality bad Overall go for laser if print more than 100 pages a month
37164,3,Ok
37165,5,Best product
37166,5,Very good performance
37167,5,It's really worth
37168,5,Very good
37169,1,Bad product
37170,5,Excellent
37171,5,Very good product
37172,5,Vikash good
37173,3,Nice product but colour copy is verry poor n verry bad
37174,1,Waste of money only 50 prints taken ink drained completely.
37175,5,Excellent
37176,5,"Im very happy with the product , it is working perfectly"
37177,4,Nice
37178,4,"Low efficiency to use the product I think waste of money, It's good to gain experience ,"
37179,5,nice quality
37180,5,Good performance for single use
37181,4,Waste product dont buy it i got the old one.. Flipkart must take this issue seriously 😠😠
37182,5,Good working
37183,5,This printer is so nice and it is working good at a very reasonable price
37184,5,Super and perfect must buy
37185,2,Poor quality printer low quality print plastic body not better Totaly lost of your money
37186,3,Everything is fine..but with in one day ink completed.we have taken 35 color and 40 black and white print
37187,1,Bad products & service Last quality
37188,5,Good
37189,1,Company is cheating the customers. Waste of money.
37190,2,Waste of money
37191,1,"Product works fine but ink ran out within 10 prints only. How can we trust brands lik canon to give such results. If anyone knows if i cn complain somewhere about this issue, please let me know"
37192,1,"Cartridge (ink) price is very high i.e 700 per cartridge (ink) If u don't believe then contact to the offline shop..  companies who sell cheap printers are likely to sell more printers and get these customers and captive market for buying compatible cartridges. Even if a customer later regrets the price of ink cartridges, he is unlikely to buy a new printer just because the ink is so expensive."
37193,1,Waste just 30 or 40 black copies is completed ink bottle the copy is no clarity  Waste waste machine 1 cartridge only 20 or 30 copies flipkart 😔😔
37194,4,Very good for personal use.
37195,1,Item it defective and i cannot even return the defective product. So waste of money
37196,4,Good
37197,1,Bad
37198,5,Very good product
37199,3,Hard to find cartridge and ink was so costly
37200,4,"Great , happy with the product."
37201,5,Very good product for home use and for small offices.
37202,4,Gud for home use
37203,5,good product
37204,1,High Maintenance in ink
37205,4,Good !
37206,1,This is very Bad printer This printer no ink in cartage very very worst product Waste of money waste of time everything waste of this printer
37207,4,Happy customer ?
37208,4,Accurate printer all in one
37209,3,Hardly printed 8 pages color ink finished
37210,5,Good printer but cartridge very low consumption 10-30 pages only
37211,3,Good but cartidage is so I expensive
37212,5,"fantastic, go for it but takes couple of seconds for printing"
37213,4,It is good for the small purpose.
37214,4,Nyc product
37215,3,Very very good
37216,5,I M Happy
37217,5,Good product
37218,4,OK super bur WiFi not
37219,1,mony wes..
37220,4,Delivery 4/5 Packaging 4/5 Product 4/5  Overall 4/5
37221,5,Very good product
37222,4,Good in this price
37223,4,osm product on this suitable prize
37224,5,Good product and fast delivery.
37225,5,Super save money and buy this printer
37226,4,"Very Good Product Quality is good , Good for Home, not for office  Cartridge's was little expensive,"
37227,5,Using it since four months and best investment at the reasonable price . This is a much when u have kids at home. Happy for this purchase
37228,5,Very good printer but use cartige properly amazing printing...
37229,3,good
37230,5,Such a Awesome Products
37231,4,A good product
37232,1,Quality of the printet is very poor. It is defective in functioning.
37233,5,This is a great buy and it has excellent quality of printing
37234,5,Good
37235,1,Very poor product
37236,5,Very good 👌
37237,4,Very Good printer at affordable price....I got this printer today ....very Good printer but at first the page stuck at head alignment.....but the problem was solved after this....copy was also very good....for home use specially for students it is awesome....just go for it....but cartige is little bit costly!
37238,4,good product but ink cost is high
37239,3,Device is pretty good just colour injact is not comfortable..
37240,5,Good
37241,3,This is best product.
37242,4,Very nice
37243,3,The printer is very useful But I got it without ink cartridge
37244,5,Best
37245,5,Nyc product 👌
37246,5,Good product
37247,5,Good
37248,5,Printing quality is so good. Scanning & copy quality also extraordinary performance.I like it very much.
37249,4,Super product
37250,5,Nice working
37251,5,It a nice product
37252,4,Very good product
37253,1,Only 40copy capacity new catrige
37254,5,ok.super
37255,4,Super
37256,1,I totally disappointed
37257,5,good product
37258,4,Good Product
37259,4,Nice product all in one
37260,1,Waste product
37261,5,Very good and good price
37262,5,Nice
37263,5,Nice printer easy to use and nice packaging
37264,5,Good
37265,5,Very good prodect
37266,5,To good
37267,1,Very bad
37268,5,"Very nice 👍👍 product, but only problem is that about cartridge s which is very costly."
37269,1,Box containg was damaged unsealed and in torn position. Items yet to be checkrf after installatiom
37270,4,Good quality
37271,5,Worth buying...
37272,1,Very very bed don't buy
37273,4,Very nice & best product
37274,5,My printer only 10 day s work next time break down!
37275,5,Very good printer
37276,5,Good one
37277,4,I'm very happy for that ...that I have received before expected date .
37278,5,Very good printer
37279,2,Waste low quality very very bad iam use only 2 days very bad product
37280,5,It's a very good pernter
37281,5,Very good product I love this product I recommend u to buy this product
